MAS: Financial Database - Domestic Interest Rates,,,,
,,,,
Domestic Interest Rates (Daily),,,,
Jan 1990 to Aug 2024,,,,
,,,,
,,,,
End of Period / SORA Value Date,,,Interbank Overnight,SF Deposit Rate
,,22,1.25,1.26
,,23,1.25,1.27
,,24,1.25,1.37
,,25,1.75,1.32
,,26,0.75,1.55
,,29,1,1.46
,,30,1,1.29
,Oct,02,0.88,0.92
,,03,0.63,0.61
,,06,0.5,0.49
,,07,0.38,0.39
,,08,0.13,0.4
,,09,0.5,0.25
,,10,0.25,0.02
,,13,0.25,0.19
,,14,0.25,0.07
,,15,0.19,0.1
,,16,0.13,0
,,17,0.13,0
,,20,0.13,0
,,21,0.13,0
,,22,0.06,0
,,23,0.25,0
,,24,0.44,0
,,28,0.56,0
,,29,0.25,0.18
,,30,0.19,0.3
,,31,0.19,0.08
,Nov,03,0.13,0
,,04,0.13,0
,,05,0.06,0
,,06,0.13,0
,,07,0.38,0
,,10,0.44,0
,,11,0.63,0.22
,,12,0.75,0.35
,,13,0.63,0.46
,,14,0.5,0.44
,,17,0.13,0.17
,,18,0.13,0.04
,,19,0.13,0
,,20,0.25,0.01
,,21,0.25,0
,,24,0.56,0.05
,,25,0.38,0.12
,,26,0.38,0.11
,,27,0.38,0.14
,,28,0.5,0.14
,Dec,01,0.25,0.13
,,02,0.25,0.1
,,03,0.06,0.04
,,04,0.38,0.07
,,05,0.13,0.06
,,09,0.25,0.05
,,10,0.13,0.08
,,11,0.25,0.06
,,12,0.13,0
,,15,0.13,0
,,16,0.19,0
,,17,0.25,0
,,18,0.38,0
,,19,0.44,0
,,22,0.5,0.02
,,23,0.25,0.01
,,24,0.25,0.06
,,26,0.38,0
,,29,0.13,0.06
,,30,0.13,0.06
,,31,0.13,0
2009,Jan,02,0.13,0
,,05,0.13,0
,,06,0.13,0
,,07,0.06,0
,,08,0.06,0
,,09,0.06,0
,,12,0.13,0
,,13,0.13,0
,,14,0.19,0
,,15,0.13,0
,,16,0.13,0
,,19,0.06,0
,,20,0.06,0
,,21,0.06,0
,,22,0.13,0
,,23,0.13,0
,,28,0.06,0
,,29,0.13,0
,,30,0.25,0
,Feb,02,0.19,0
,,03,0.13,0
,,04,0.06,0
,,05,0.13,0
,,06,0.13,0
,,09,0.13,0
,,10,0.06,0
,,11,0.06,0
,,12,0.06,0
,,13,0.31,0
,,16,0.38,0
,,17,0.13,0
,,18,0.13,0
,,19,0.13,0
,,20,0.19,0
,,23,0.19,0
,,24,0.13,0
,,25,0.06,0
,,26,0.13,0
,,27,0.06,0
,Mar,02,0.13,0
,,03,0.13,0
,,04,0.13,0
,,05,0.13,0
,,06,0.06,0
,,09,0.06,0
,,10,0.06,0
,,11,0.13,0
,,12,0.13,0
,,13,0.25,0
,,16,0.25,0
,,17,0.38,0.16
,,18,0.25,0.28
,,19,0.25,0.22
,,20,0.13,0
,,23,0.13,0
,,24,0.06,0
,,25,0.13,0
,,26,0.19,0.05
,,27,0.13,0.05
,,30,0.06,0
,,31,0.13,0.06
,Apr,01,0.13,0
,,02,0.06,0
,,03,0.06,0
,,06,0.01,0
,,07,0.13,0
,,08,0.03,0
,,09,0.25,0
,,13,0.19,0
,,14,0.13,0
,,15,0.25,0
,,16,0.13,0.48
,,17,0.06,0
,,20,0.06,0
,,21,0.13,0
,,22,0.06,0
,,23,0.13,0
,,24,0.13,0
,,27,0.06,0
,,28,0.02,0
,,29,0.08,0
,,30,0.02,0
,May,04,0.06,0
,,05,0.06,0
,,06,0.06,0
,,07,0.13,0
,,08,0.06,0
,,11,0.06,0
,,12,0.06,0
,,13,0.13,0
,,14,0.06,0
,,15,0.06,0
,,18,0.38,0
,,19,0.03,0
,,20,0.13,0
,,21,0.13,0
,,22,0.06,0
,,25,0.06,0
,,26,0.06,0
,,27,0.06,0
,,28,0.06,0
,,29,0.06,0
,Jun,01,0.06,0
,,02,0.06,0
,,03,0.56,0
,,04,0.69,0
,,05,0.25,0.05
,,08,0.13,0
,,09,0.06,0
,,10,0.05,0
,,11,0.06,0
,,12,0.03,0
,,15,0.01,0
,,16,0.06,0
,,17,0.01,0
,,18,0.02,0
,,19,0.05,0
,,22,0.13,0
,,23,0.06,0
,,24,0.13,0
,,25,0.13,0
,,26,0.19,0
,,29,0.38,0
,,30,0.03,0.02
,Jul,01,0.01,0
,,02,0.13,0
,,03,0.19,0
,,06,0.13,0
,,07,0.03,0
,,08,0.13,0
,,09,0.13,0
,,10,0.1,0
,,13,0.13,0
,,14,0.13,0
,,15,0.06,0
,,16,0.13,0
,,17,0.13,0
,,20,0.13,0
,,21,0.13,0
,,22,0.13,0
,,23,0.13,0
,,24,0.25,0
,,27,0.31,0
,,28,0.25,0
,,29,0.13,0
,,30,0.31,0
,,31,0.38,0
,Aug,03,0.38,0.02
,,04,0.38,0.02
,,05,0.38,0
,,06,0.31,0
,,07,0.06,0
,,11,0.01,0
,,12,0.06,0
,,13,0.25,0
,,14,0.25,0
,,17,0.25,0
,,18,0.19,0
,,19,0.19,0
,,20,0.19,0
,,21,0.19,0
,,24,0.25,0
,,25,0.25,0
,,26,0.25,0
,,27,0.25,0
,,28,0.25,0
,,31,0.13,0.01
,Sep,01,0.31,0
,,02,0.38,0
,,03,0.25,0
,,04,0.25,0
,,07,0.25,0
,,08,0.13,0
,,09,0.06,0
,,10,0.25,0
,,11,0.25,0
,,14,0.06,0
,,15,0.13,0
,,16,0.13,0
,,17,0.13,0
,,18,0.25,0
,,22,0.38,0
,,23,0.19,0
,,24,0.25,0
,,25,0.25,0
,,28,0.31,0
,,29,0.25,0
,,30,0.25,0
,Oct,01,0.31,0
,,02,0.01,0
,,05,0.06,0
,,06,0.5,0
,,07,0.13,0.11
,,08,0.25,0
,,09,0.38,0
,,12,0.31,0
,,13,0.25,0
,,14,0.31,0
,,15,0.31,0
,,16,0.31,0
,,19,0.31,0
,,20,0.19,0
,,21,0.06,0
,,22,0.38,0
,,23,0.31,0
,,26,0.31,0
,,27,0.31,0
,,28,0.31,0
,,29,0.38,0
,,30,0.38,0
,Nov,02,0.38,0.09
,,03,0.25,0.22
,,04,0.13,0
,,05,0.38,0
,,06,0.38,0
,,09,0.38,0
,,10,0.25,0
,,11,0.38,0
,,12,0.31,0
,,13,0.19,0
,,16,0.13,0
,,17,0.13,0
,,18,0.03,0
,,19,0.25,0
,,20,0.19,0
,,23,0.25,0
,,24,0.38,0
,,25,0.25,0
,,26,0.06,0.04
,,30,0.06,0
,Dec,01,0.06,0
,,02,0.03,0
,,03,0.31,0
,,04,0.31,0
,,07,0.19,0
,,08,0.13,0
,,09,0.06,0
,,10,0.03,0
,,11,0.06,0
,,14,0.05,0
,,15,0.05,0
,,16,0.05,0
,,17,0.05,0
,,18,0.05,0
,,21,0.06,0
,,22,0.05,0
,,23,0.13,0
,,24,0.05,0
,,28,0.06,0
,,29,0.03,0
,,30,0.01,0
,,31,0.5,0
2010,Jan,04,0.19,0
,,05,0.13,0
,,06,0.19,0
,,07,0.13,0
,,08,0.13,0
,,11,0.13,0
,,12,0.06,0
,,13,0.03,0
,,14,0.13,0
,,15,0.13,0
,,18,0.13,0
,,19,0.13,0
,,20,0.13,0
,,21,0.13,0
,,22,0.13,0
,,25,0.06,0
,,26,0.06,0
,,27,0.06,0
,,28,0.13,0
,,29,0.19,0
,Feb,01,0.06,0
,,02,0.06,0
,,03,0.25,0
,,04,0.25,0
,,05,0.19,0
,,08,0.13,0
,,09,0.13,0
,,10,0.13,0
,,11,0.25,0
,,12,0.13,0
,,17,0.13,0
,,18,0.13,0
,,19,0.13,0
,,22,0.06,0
,,23,0.03,0
,,24,0.01,0
,,25,0.25,0
,,26,0.19,0
,Mar,01,0.13,0
,,02,0.19,0
,,03,0.19,0
,,04,0.02,0
,,05,0.13,0
,,08,0.08,0
,,09,0.01,0
,,10,0.05,0
,,11,0.1,0
,,12,0.13,0
,,15,0.08,0
,,16,0.06,0
,,17,0.03,0
,,18,0.05,0
,,19,0.13,0
,,22,0.06,0
,,23,0.06,0
,,24,0.06,0
,,25,0.13,0
,,26,0.13,0
,,29,0.06,0
,,30,0.13,0
,,31,0.25,0
,Apr,01,0.06,0
,,05,0.05,0
,,06,0.02,0
,,07,0.02,0
,,08,0.06,0
,,09,0.08,0
,,12,0.13,0
,,13,0.05,0
,,14,0.06,0
,,15,0.03,0
,,16,0.03,0
,,19,0.03,0
,,20,0.03,0
,,21,0.03,0
,,22,0.05,0
,,23,0.03,0
,,26,0.05,0
,,27,0.06,0
,,28,0.03,0
,,29,0.03,0
,,30,0.03,0
,May,03,0.03,0
,,04,0.03,0
,,05,0.06,0
,,06,0.08,0
,,07,0.08,0
,,10,0.03,0
,,11,0.03,0
,,12,0.03,0
,,13,0.05,0
,,14,0.02,0
,,17,0.03,0
,,18,0.03,0
,,19,0.01,0
,,20,0.06,0
,,21,0.04,0
,,24,0.03,0
,,25,0.03,0
,,26,0.06,0
,,27,0.03,0
,,31,0.02,0
,Jun,01,0.03,0
,,02,0.03,0
,,03,0.13,0
,,04,0.13,0
,,07,0.31,0
,,08,0.05,0
,,09,0.06,0
,,10,0.02,0
,,11,0.01,0
,,14,0.03,0
,,15,0.01,0
,,16,0.03,0
,,17,0.13,0
,,18,0.05,0
,,21,0.03,0
,,22,0.13,0
,,23,0.03,0
,,24,0.13,0
,,25,0.35,0
,,28,0.03,0
,,29,0.03,0
,,30,0.01,0
,Jul,01,0.08,0
,,02,0.05,0
,,05,0.13,0
,,06,0.1,0
,,07,0.08,0
,,08,0.13,0
,,09,0.05,0
,,12,0.05,0
,,13,0.06,0
,,14,0.02,0
,,15,0.13,0
,,16,0.01,0
,,19,0.06,0
,,20,0.08,0
,,21,0.08,0
,,22,0.05,0
,,23,0.05,0
,,26,0.13,0
,,27,0.13,0
,,28,0.25,0
,,29,0.19,0
,,30,0.03,0
,Aug,02,0.01,0
,,03,0.03,0
,,04,0.03,0
,,05,0.03,0
,,06,0.01,0
,,10,0.06,0
,,11,0.03,0
,,12,0.03,0
,,13,0.03,0
,,16,0.03,0
,,17,0.05,0
,,18,0.02,0
,,19,0.06,0
,,20,0.05,0
,,23,0.03,0
,,24,0.03,0
,,25,0.03,0
,,26,0.06,0
,,27,0.03,0
,,30,0.13,0
,,31,0.03,0
,Sep,01,0.07,0
,,02,0.06,0
,,03,0.03,0
,,06,0.06,0
,,07,0.03,0
,,08,0.03,0
,,09,0.05,0
,,13,0.1,0
,,14,0.08,0
,,15,0.13,0
,,16,0.06,0
,,17,0.31,0
,,20,0.19,0
,,21,0.13,0
,,22,0.06,0
,,23,0.03,0
,,24,0.06,0
,,27,0.03,0
,,28,0.01,0
,,29,0.02,0
,,30,0.02,0
,Oct,01,0.03,0
,,04,0.03,0
,,05,0.03,0
,,06,0.03,0
,,07,0.05,0
,,08,0.06,0
,,11,0.05,0
,,12,0.03,0
,,13,0.06,0
,,14,0.05,0
,,15,0.13,0
,,18,0.13,0
,,19,0.06,0
,,20,0.02,0
,,21,0.03,0
,,22,0.02,0
,,25,0.06,0
,,26,0.06,0
,,27,0.03,0
,,28,0.03,0
,,29,0.03,0
,Nov,01,0.02,0
,,02,0.01,0
,,03,0.01,0
,,04,0.13,0
,,08,0.06,0
,,09,0.03,0
,,10,0.06,0
,,11,0.03,0
,,12,0.03,0
,,15,0.02,0
,,16,0.03,0
,,18,0.03,0
,,19,0.03,0
,,22,0.05,0
,,23,0.05,0
,,24,0.05,0
,,25,0.05,0
,,26,0.08,0
,,29,0.02,0
,,30,0.02,0
,Dec,01,0.02,0
,,02,0.03,0
,,03,0.05,0
,,06,0.03,0
,,07,0.03,0
,,08,0.05,0
,,09,0.03,0
,,10,0.03,0
,,13,0.03,0
,,14,0.01,0
,,15,0.01,0
,,16,0.03,0
,,17,0.03,0
,,20,0.03,0
,,21,0.03,0
,,22,0.03,0
,,23,0.03,0
,,24,0.02,0
,,27,0.02,0
,,28,0.01,0
,,29,0.01,0
,,30,0.05,0
,,31,0.13,0
2011,Jan,03,0.03,0
,,04,0.03,0
,,05,0.03,0
,,06,0.03,0
,,07,0.01,0
,,10,0.03,0
,,11,0.01,0
,,12,0.01,0
,,13,0.01,0
,,14,0.03,0
,,17,0.03,0
,,18,0.04,0
,,19,0.04,0
,,20,0.03,0
,,21,0.05,0
,,24,0.03,0
,,25,0.03,0
,,26,0.03,0
,,27,0.02,0
,,28,0.19,0
,,31,0.06,0
,Feb,01,0.05,0
,,02,0.03,0
,,07,0.02,0
,,08,0.01,0
,,09,0.01,0
,,10,0.03,0
,,11,0.02,0
,,14,0.03,0
,,15,0.03,0
,,16,0.02,0
,,17,0.02,0
,,18,0.02,0
,,21,0.02,0
,,22,0.01,0
,,23,0.01,0
,,24,0.02,0
,,25,0.13,0
,,28,0.02,0
,Mar,01,0.01,0
,,02,0.02,0
,,03,0.01,0
,,04,0.01,0
,,07,0.01,0
,,08,0.02,0
,,09,0.01,0
,,10,0.02,0
,,11,0.02,0
,,14,0.03,0
,,15,0.01,0
,,16,0.01,0
,,17,0.02,0
,,18,0.02,0
,,21,0.01,0
,,22,0.01,0
,,23,0.01,0
,,24,0.01,0
,,25,0.02,0
,,28,0.02,0
,,29,0.03,0
,,30,0.01,0
,,31,0.03,0
,Apr,01,0.03,0
,,04,0.03,0
,,05,0.02,0
,,06,0.01,0
,,07,0.01,0
,,08,0.01,0
,,11,0.01,0
,,12,0.01,0
,,13,0.01,0
,,14,0.03,0
,,15,0.03,0
,,18,0.03,0
,,19,0.03,0
,,20,0.06,0
,,21,0.02,0
,,25,0.03,0
,,26,0.06,0
,,27,0.03,0
,,28,0.06,0
,,29,0.01,0
,May,03,0.03,0
,,04,0.03,0
,,05,0.03,0
,,06,0.01,0
,,09,0.02,0
,,10,0.03,0
,,11,0.01,0
,,12,0.02,0
,,13,0.01,0
,,16,0.02,0
,,18,0.03,0
,,19,0.03,0
,,20,0.03,0
,,23,0.03,0
,,24,0.03,0
,,25,0.02,0
,,26,0.03,0
,,27,0.03,0
,,30,0.01,0
,,31,0.01,0
,Jun,01,0.01,0
,,02,0.03,0
,,03,0.03,0
,,06,0.01,0
,,07,0.01,0
,,08,0.01,0
,,09,0.01,0
,,10,0.02,0
,,13,0.02,0
,,14,0.03,0
,,15,0.05,0
,,16,0.05,0
,,17,0.03,0
,,20,0.03,0
,,21,0.03,0
,,22,0.03,0
,,23,0.03,0
,,24,0.03,0
,,27,0.03,0
,,28,0.01,0
,,29,0.04,0
,,30,0.04,0
,Jul,01,0.03,0
,,04,0.01,0
,,05,0.01,0
,,06,0.06,0
,,07,0.01,0
,,08,0.02,0
,,11,0.01,0
,,12,0.03,0
,,13,0.01,0
,,14,0.01,0
,,15,0.03,0
,,18,0.01,0
,,19,0.02,0
,,20,0.02,0
,,21,0.02,0
,,22,0.02,0
,,25,0.02,0
,,26,0.03,0
,,27,0.01,0
,,28,0.03,0
,,29,0.02,0
,Aug,01,0.03,0
,,02,0.03,0
,,03,0.01,0
,,04,0.03,0
,,05,0.03,0
,,08,0.01,0
,,10,0.01,0
,,11,0.01,0
,,12,0.01,0
,,15,0.01,0
,,16,0.03,0
,,17,0.05,0
,,18,0.06,0
,,19,0.03,0
,,22,0.02,0
,,23,0.01,0
,,24,0.01,0
,,25,0.01,0
,,26,0.01,0
,,29,0.02,0
,,31,0.05,0
,Sep,01,0.01,0
,,02,0.03,0
,,05,0.03,0
,,06,0.03,0
,,07,0.03,0
,,08,0.02,0
,,09,0.03,0
,,12,0.01,0
,,13,0.02,0
,,14,0.02,0
,,15,0.01,0
,,16,0.01,0
,,19,0.02,0
,,20,0.01,0
,,21,0.02,0
,,22,0.03,0
,,23,0.02,0
,,26,0.02,0
,,27,0.02,0
,,28,0.01,0
,,29,0.03,0
,,30,0.01,0
,Oct,03,0.03,0
,,04,0.01,0
,,05,0.01,0
,,06,0.03,0
,,07,0.03,0
,,10,0.02,0
,,11,0.03,0
,,12,0.02,0
,,13,0.03,0
,,14,0.02,0
,,17,0.03,0
,,18,0.02,0
,,19,0.01,0
,,20,0.03,0
,,21,0.03,0
,,24,0.01,0
,,25,0.01,0
,,27,0.01,0
,,28,0.01,0
,,31,0.01,0
,Nov,01,0.01,0
,,02,0.01,0
,,03,0.01,0
,,04,0.01,0
,,08,0.03,0
,,09,0.02,0
,,10,0.02,0
,,11,0.02,0
,,14,0.01,0
,,15,0.01,0
,,16,0.01,0
,,17,0.06,0
,,18,0.03,0
,,21,0.03,0
,,22,0.01,0
,,23,0.01,0
,,24,0.01,0
,,25,0.02,0
,,28,0.01,0
,,29,0.01,0
,,30,0.01,0
,Dec,01,0.03,0
,,02,0.03,0
,,05,0.01,0
,,06,0.01,0
,,07,0.01,0
,,08,0.03,0
,,09,0.03,0
,,12,0.01,0
,,13,0.01,0
,,14,0.01,0
,,15,0.01,0
,,16,0.02,0
,,19,0.03,0
,,20,0.03,0
,,21,0.03,0
,,22,0.02,0
,,23,0.03,0
,,27,0.03,0
,,28,0.01,0
,,29,0.01,0
,,30,0.02,0
2012,Jan,03,0.03,0
,,04,0.03,0
,,05,0.01,0
,,06,0.02,0
,,09,0.03,0
,,10,0.01,0
,,11,0.01,0
,,12,0.02,0
,,13,0.02,0
,,16,0.03,0
,,17,0.03,0
,,18,0.02,0
,,19,0.03,0
,,20,0.01,0
,,25,0.01,0
,,26,0.01,0
,,27,0.03,0
,,30,0.01,0
,,31,0.01,0
,Feb,01,0.01,0
,,02,0.01,0
,,03,0.03,0
,,06,0.03,0
,,07,0.01,0
,,08,0.03,0
,,09,0.03,0
,,10,0.03,0
,,13,0.03,0
,,14,0.03,0
,,15,0.02,0
,,16,0.03,0
,,17,0.01,0
,,20,0.03,0
,,21,0.03,0
,,22,0.03,0
,,23,0.03,0
,,24,0.03,0
,,27,0.03,0
,,28,0.03,0
,,29,0.03,0
,Mar,01,0.03,0
,,02,0.01,0
,,05,0.03,0
,,06,0.01,0
,,07,0.01,0
,,08,0.01,0
,,09,0.01,0
,,12,0.03,0
,,13,0.03,0
,,14,0.02,0
,,15,0.03,0
,,16,0.02,0
,,19,0.03,0
,,20,0.03,0
,,21,0.03,0
,,22,0.03,0
,,23,0.03,0
,,26,0.03,0
,,27,0.02,0
,,28,0.01,0
,,29,0.02,0
,,30,0.03,0
,Apr,02,0.01,0
,,03,0.01,0
,,04,0.01,0
,,05,0.03,0
,,09,0.01,0
,,10,0.03,0
,,11,0.01,0
,,12,0.03,0
,,13,0.03,0
,,16,0.03,0
,,17,0.03,0
,,18,0.01,0
,,19,0.03,0
,,20,0.03,0
,,23,0.02,0
,,24,0.03,0
,,25,0.06,0
,,26,0.03,0
,,27,0.03,0
,,30,0.1,0
,May,02,0.03,0
,,03,0.03,0
,,04,0.03,0
,,07,0.03,0
,,08,0.03,0
,,09,0.01,0
,,10,0.03,0
,,11,0.03,0
,,14,0.01,0
,,15,0.01,0
,,16,0.01,0
,,17,0.03,0
,,18,0.02,0
,,21,0.03,0
,,22,0.03,0
,,23,0.01,0
,,24,0.03,0
,,25,0.01,0
,,28,0.03,0
,,29,0.01,0
,,30,0.01,0
,,31,0.01,0
,Jun,01,0.03,0
,,04,0.03,0
,,05,0.01,0
,,06,0.03,0
,,07,0.03,0
,,08,0.03,0
,,11,0.03,0
,,12,0.03,0
,,13,0.03,0
,,14,0.03,0
,,15,0.05,0
,,18,0.03,0
,,19,0.03,0
,,20,0.03,0
,,21,0.03,0
,,22,0.03,0
,,25,0.03,0
,,26,0.01,0
,,27,0.01,0
,,28,0.03,0
,,29,0.06,0
,Jul,02,0.03,0
,,03,0.02,0
,,04,0.03,0
,,05,0.02,0
,,06,0.01,0
,,09,0.03,0
,,10,0.03,0
,,11,0.02,0
,,12,0.02,0
,,13,0.01,0
,,16,0.03,0
,,17,0.02,0
,,18,0.03,0
,,19,0.03,0
,,20,0.03,0
,,23,0.03,0
,,24,0.03,0
,,25,0.04,0
,,26,0.06,0
,,27,0.05,0
,,30,0.03,0
,,31,0.03,0
,Aug,01,0.03,0
,,02,0.03,0
,,03,0.03,0
,,06,0.03,0
,,07,0.03,0
,,08,0.03,0
,,10,0.03,0
,,13,0.02,0
,,14,0.03,0
,,15,0.03,0
,,16,0.03,0
,,17,0.03,0
,,21,0.03,0
,,22,0.03,0
,,23,0.03,0
,,24,0.03,0
,,27,0.03,0
,,28,0.03,0
,,29,0.03,0
,,30,0.03,0
,,31,0.01,0
,Sep,03,0.01,0
,,04,0.01,0
,,05,0.03,0
,,06,0.03,0
,,07,0.03,0
,,10,0.03,0
,,11,0.03,0
,,12,0.01,0
,,13,0.03,0
,,14,0.01,0
,,17,0.05,0
,,18,0.03,0
,,19,0.01,0
,,20,0.03,0
,,21,0.01,0
,,24,0.01,0
,,25,0.05,0
,,26,0.03,0
,,27,0.05,0.05
,,28,0.02,0
,Oct,01,0.06,0
,,02,0.02,0
,,03,0.01,0
,,04,0.02,0
,,05,0.01,0
,,08,0.02,0
,,09,0.03,0
,,10,0.02,0
,,11,0.03,0
,,12,0.03,0
,,15,0.02,0
,,16,0.01,0
,,17,0.03,0
,,18,0.03,0
,,19,0.03,0
,,22,0.03,0
,,23,0.02,0
,,24,0.06,0
,,25,0.06,0
,,29,0.03,0
,,30,0.03,0
,,31,0.03,0
,Nov,01,0.03,0
,,02,0.03,0
,,05,0.03,0
,,06,0.03,0
,,07,0.03,0
,,08,0.03,0
,,09,0.03,0
,,12,0.03,0
,,14,0.03,0
,,15,0.06,0
,,16,0.03,0
,,19,0.02,0
,,20,0.01,0
,,21,0.02,0
,,22,0.03,0
,,23,0.02,0
,,26,0.02,0
,,27,0.01,0
,,28,0.03,0
,,29,0.03,0
,,30,0.03,0
,Dec,03,0.04,0
,,04,0.03,0
,,05,0.03,0
,,06,0.03,0
,,07,0.01,0
,,10,0.03,0
,,11,0.03,0
,,12,0.03,0
,,13,0.03,0
,,14,0.03,0
,,17,0.03,0
,,18,0.03,0
,,19,0.03,0
,,20,0.03,0
,,21,0.02,0
,,24,0.03,0
,,26,0.02,0
,,27,0.03,0
,,28,0.02,0
,,31,0.03,0
2013,Jan,02,0.03,0
,,03,0.03,0
,,04,0.03,0
,,07,0.01,0
,,08,0.01,0
,,09,0.01,0
,,10,0.01,0
,,11,0.03,0
,,14,0.03,0
,,15,0.03,0
,,16,0.03,0
,,17,0.03,0
,,18,0.03,0
,,21,0.06,0
,,22,0.02,0
,,23,0.05,0
,,24,0.02,0
,,25,0.03,0
,,28,0.03,0
,,29,0.03,0
,,30,0.03,0
,,31,0.05,0
,Feb,01,0.03,0
,,04,0.03,0
,,05,0.03,0
,,06,0.02,0
,,07,0.03,0
,,08,0.03,0
,,13,0.03,0
,,14,0.08,0
,,15,0.05,0
,,18,0.03,0
,,19,0.03,0
,,20,0.01,0
,,21,0.03,0
,,22,0.03,0
,,25,0.03,0
,,26,0.03,0
,,27,0.06,0
,,28,0.04,0
,Mar,01,0.03,0
,,04,0.02,0
,,05,0.03,0
,,06,0.03,0
,,07,0.03,0
,,08,0.03,0
,,11,0.03,0
,,12,0.03,0
,,13,0.03,0
,,14,0.03,0
,,15,0.02,0
,,18,0.03,0
,,19,0.03,0
,,20,0.05,0
,,21,0.03,0
,,22,0.03,0
,,25,0.02,0
,,26,0.03,0
,,27,0.03,0
,,28,0.03,0
,Apr,01,0.02,0
,,02,0.02,0
,,03,0.02,0
,,04,0.03,0
,,05,0.03,0
,,08,0.02,0
,,09,0.03,0
,,10,0.03,0
,,11,0.05,0
,,12,0.03,0
,,15,0.03,0
,,16,0.03,0
,,17,0.04,0
,,18,0.03,0
,,19,0.03,0
,,22,0.03,0
,,23,0.03,0
,,24,0.03,0
,,25,0.03,0
,,26,0.03,0
,,29,0.03,0
,,30,0.03,0
,May,02,0.09,0
,,03,0.03,0
,,06,0.03,0
,,07,0.03,0
,,08,0.03,0
,,09,0.03,0
,,10,0.02,0
,,13,0.03,0
,,14,0.03,0
,,15,0.03,0
,,16,0.03,0
,,17,0.06,0
,,20,0.05,0
,,21,0.05,0
,,22,0.06,0
,,23,0.05,0
,,27,0.03,0
,,28,0.03,0
,,29,0.03,0
,,30,0.03,0
,,31,0.03,0
,Jun,03,0.03,0
,,04,0.03,0
,,05,0.03,0
,,06,0.02,0
,,07,0.03,0
,,10,0.02,0
,,11,0.03,0
,,12,0.03,0
,,13,0.03,0
,,14,0.03,0
,,17,0.03,0
,,18,0.04,0
,,19,0.04,0
,,20,0.05,0
,,21,0.07,0
,,24,0.03,0
,,25,0.03,0
,,26,0.03,0
,,27,0.04,0
,,28,0.04,0
,Jul,01,0.05,0
,,02,0.04,0
,,03,0.03,0
,,04,0.03,0
,,05,0.03,0
,,08,0.03,0
,,09,0.03,0
,,10,0.03,0
,,11,0.03,0
,,12,0.03,0
,,15,0.03,0
,,16,0.03,0
,,17,0.03,0
,,18,0.03,0
,,19,0.03,0
,,22,0.05,0
,,23,0.03,0
,,24,0.05,0
,,25,0.03,0
,,26,0.03,0
,,29,0.07,0
,,30,0.05,0
,,31,0.03,0
,Aug,01,0.03,0
,,02,0.03,0
,,05,0.03,0
,,06,0.03,0
,,07,0.03,0
,,12,0.03,0
,,13,0.03,0
,,14,0.05,0
,,15,0.03,0
,,16,0.05,0
,,19,0.03,0
,,20,0.03,0
,,21,0.03,0
,,22,0.03,0
,,23,0.03,0
,,26,0.03,0
,,27,0.03,0
,,28,0.05,0
,,29,0.03,0
,,30,0.05,0
,Sep,02,0.05,0
,,03,0.03,0
,,04,0.03,0
,,05,0.03,0
,,06,0.01,0
,,09,0.03,0
,,10,0.05,0
,,11,0.03,0
,,12,0.03,0
,,13,0.03,0
,,16,0.03,0
,,17,0.04,0
,,18,0.04,0
,,19,0.04,0
,,20,0.03,0
,,23,0.03,0
,,24,0.03,0
,,25,0.05,0
,,26,0.03,0
,,27,0.03,0
,,30,0.03,0
,Oct,01,0.03,0
,,02,0.25,0
,,03,0.13,0
,,04,0.1,0
,,07,0.08,0
,,08,0.05,0
,,09,0.07,0
,,10,0.15,0
,,11,0.12,0
,,14,0.03,0
,,16,0.03,0
,,17,0.03,0
,,18,0.03,0
,,21,0.03,0
,,22,0.03,0
,,23,0.03,0
,,24,0.03,0
,,25,0.03,0
,,28,0.03,0
,,29,0.03,0
,,30,0.03,0
,,31,0.05,0
,Nov,01,0.04,0
,,04,0.05,0
,,05,0.03,0
,,06,0.03,0
,,07,0.03,0
,,08,0.08,0
,,11,0.06,0
,,12,0.2,0
,,13,0.19,0
,,14,0.05,0
,,15,0.03,0
,,18,0.03,0
,,19,0.03,0
,,20,0.02,0
,,21,0.03,0
,,22,0.03,0
,,25,0.03,0
,,26,0.02,0
,,27,0.03,0
,,28,0.03,0
,,29,0.05,0
,Dec,02,0.03,0
,,03,0.05,0
,,04,0.08,0
,,05,0.05,0
,,06,0.01,0
,,09,0.01,0
,,10,0.01,0
,,11,0.01,0
,,12,0.03,0
,,13,0.02,0
,,16,0.02,0
,,17,0.05,0
,,18,0.03,0
,,19,0.05,0
,,20,0.12,0
,,23,0.03,0
,,24,0.03,0
,,26,0.03,0
,,27,0.05,0
,,30,0.03,0
,,31,0.08,0
2014,Jan,02,-,0
,,03,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Feb,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
